Project name,Developer,Status,Operating year,Power capacity (MW),Building square footage,Land acres,CapEx,County,State,Latitude,Longitude,Source 1,Source 2,Source 3,Key community benefits,Permanent jobs predicted,Temporary construction jobs predicted,Local hire commitment,Workforce programs,Infrastructure commitments,Community opposition,Formal CBA?,Sources for community benefits,Est. power capacity (MW),Power capacity note,Last audited
AREP Powerhouse Las Colinas,American Real Estate Partners,Planned,,200,946000,,47000000,Dallas,TX,32.88740367,-96.94064191,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013924,https://www.datacenterdynamics.com/en/news/powerhouse-expands-into-texas-plans-200mw-campus-in-dallas/,,"Job creation in design, construction, safety, operations, and administration; Economic contribution to local economy; AI-ready hyperscale infrastructure",Not disclosed,"800-1,200 (construction phase over 5-7 years)",Not disclosed,Not disclosed,Not disclosed,Limited public information available,No,Limited public sources available,,,
Jeffersonville Data Center,Meta,Under Construction,2026,200,700000,619,800000000,Clark,IN,38.375278,-85.668327,https://datacenters.atmeta.com/us-locations/,https://cdn.misoenergy.org/NEW%20LOAD%20ANNOUNCEMENTS%20IN%20MISO%20REGIONS%2012062024684954.pdf,,Meta Community Action Grants program for Clark County; $500K+ contributed to area schools and nonprofits since 2024 groundbreaking; 100% renewable energy; LEED Gold certification planned,100,"1,250+",Commitment to investing in community long-term vitality,Meta Data Center Community Action Grants for local schools and nonprofits; Direct funding for STEM education,River Ridge Commerce Center infrastructure; Duke Energy partnership,"Community concerns raised by Hoosier Action about water, power costs, and $9M annual tax exemption; Residents seeking reinvestment of tax savings",No,https://iedc.in.gov/events/news/details/2024/01/25/gov.-holcomb-announces-meta-to-build-an-800m-data-center-campus-in-indiana; https://www.wdrb.com/news/business/meta-addresses-community-concerns-over-southern-indiana-data-center/article_15435d3e-4f78-4258-a157-e201d2ab95f8.html; https://www.whas11.com/article/news/local/indiana/clark-county-citizens-meta-data-center-help-fill-funding-gaps/417-ecf1afdf-641c-4dd1-8553-6d2decd9ed7d,,,
Chirisa Technology Parks: CTP 04/05/06,Chirisa Technology Parks,Planned,2028,200,450000,,,Chesterfield,VA,37.35990563,-77.32691513,https://chirisatechnologyparks.com/,https://www.datacenterdynamics.com/en/news/blue-owl-led-team-secure-600m-construction-loan-for-data-center/,,"Job creation (800-1,200 jobs over 5-7 years in design, construction, safety, operations, admin); Positive economic development impact for Chesterfield County; Tax base expansion","Part of 800-1,200 total","1,000+ (during construction phase)",Not disclosed,Chesterfield County becoming focal point for technical expertise in hyperscale development,Partnership with Dominion Energy for Meadowville substation; Dark fiber connectivity,Limited - project welcomed by county leadership,No,https://www.prnewswire.com/news-releases/chirisa-technology-parks-and-powerhouse-data-centers-to-launch-next-generation-hyperscale-campus-in-chesterfield-county-302259869.html; https://chesterfieldbusinessnews.com/2024/2-billion-data-center-project-celebrates-construction-milestones-in-meadowville-technology-park/; https://www.chesterfield.gov/m/newsflash/Home/Detail/5517,,,
Chicago (Hoffman Estates),Compass Datacenters,Under Construction,2026,200,,200,10000000000,Cook,IL,42.073976,-88.22348599999998,https://www.compassdatacenters.com/news/compass-kicks-off-development-of-its-first-hyperscale-campus-in-illinois/?_gl=1*1uomqx2*_up*MQ..*_ga*NzU4NzA0NTcyLjE3NTgwNDE0NDQ.*_ga_QG96ZZ8E30*czE3NTgwNDE0NDMkbzEkZzEkdDE3NTgwNDE0NTUkajQ4JGwwJGg3MTQ4MjUxMTM.,,,"Transformation of former Sears HQ site; Property tax revenue for community; Technology diversification of tax base; 1,000 local construction jobs; Sustainable redevelopment practices",Not disclosed (data centers have few permanent jobs),1000,Thousands of union construction jobs,Not specifically disclosed,"New onsite ComEd substation (mid-2026); Sustainable practices including concrete/asphalt reuse, CarbonCure technology, water-free cooling","Generally welcomed as redevelopment of vacant Sears site; Prior Sears employment of 5,000-9,000 now replaced by fewer permanent jobs",No,https://www.compassdatacenters.com/news/compass-kicks-off-development-of-its-first-hyperscale-campus-in-illinois/; https://chicago.suntimes.com/real-estate/2024/06/13/hoffman-estates-modern-era-compass-data-center-sears; https://www.datacenterfrontier.com/hyperscale/article/55089460/suburban-chicago-welcomes-compass-datacenters-major-hyperscale-development-on-legacy-sears-hq-site,,,
MSP Campus,CloudHQ,Planned,,200,1100000,72,,Carver,MN,44.81068,-93.63557,https://cloudhq.com/campus/msp-campus/,,,Economic investment in Chaska community; Job creation; Property tax revenue,75-100,Not disclosed,Not disclosed,Not disclosed,New 300MW Xcel Energy substation partnership with Minnesota Municipal Power Agency,Environmental review required; Agricultural land conversion concerns,No,https://bringmethenews.com/minnesota-business/cloudhq-to-invest-over-1-billion-in-new-chaska-data-center; https://www.datacenterdynamics.com/en/news/cloudhq-planning-180mw-data-center-campus-in-minneapolis-minnesota/; https://dailyreporter.com/2025/04/15/chaska-data-center-housing-business-park-growth/,,,
Culpeper Campus Data Center (IAD 5 and IAD6),DataBank,Planned,2027,192,613152,85,,Culpeper,VA,38.44997135,-77.98074381,https://www.databank.com/data-centers/northern-virginia/#data-center-31573,https://baxtel.com/data-center/databank-iad6,,Culpeper Technology Zone model for responsible growth; Jobs during construction (350-770+ workers at peak); 40+ full-time permanent employees; Support for local businesses during construction,40+,350-770+,Commitment to hiring Culpeper locals throughout construction and operations,Community college and high school technical education program partnerships; Workforce development alignment with local institutions,Technology Zone infrastructure alignment; Community engagement with county officials,Culpeper Tech Zone designed to address community concerns through intentional zoning and planning,No,https://www.databank.com/resources/blogs/the-economic-impact-of-data-centers-in-culpeper-county/; https://starexponent.com/news/local/business/article_1e00e306-bae1-4db5-88b6-c117a3563342.html; https://www.databank.com/resources/videos/building-responsible-data-center-growth/,,,
New Albany Data Center Campus: OH1,Vantage Data Centers,Planned,2025,192,1500000,70,2000000000,Franklin,OH,40.10396825,-82.74455881999998,https://vantage-dc.com/data-center-locations/north-america/new-albany-ohio,https://www.datacenterdynamics.com/en/news/vantage-targets-data-center-campus-outside-columbus-ohio/,,"Partnerships with New Albany Community Foundation and Columbus State Community College Foundation; Workforce development for local talent pipeline; Support for local schools; Health, housing affordability and wellbeing initiatives; LEED Silver certification","Part of 1,500+ total","1,500+ (construction and operations combined)",Commitment to local workforce development,New Albany accelerated training center; Columbus State Community College Foundation partnership; Local workforce initiatives,American Electric Power Ohio partnership; Net zero operational carbon by 2030 commitment,Welcomed by New Albany Mayor and JobsOhio; Values alignment cited,No,https://vantage-dc.com/news/vantage-data-centers-breaks-ground-on-192mw-campus-enters-growing-ohio-data-center-market-with-over-2-billion-investment-in-hyperscale-digital-infrastructure/; https://www.datacenterdynamics.com/en/news/vantage-breaks-ground-on-new-albany-data-center-in-ohio/,,,
QTS Manassas DC1-DC6,QTS,Operational,,190,,105,,Prince William,VA,38.75294822,-77.51292626,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,https://qtsdatacenters.com/data-centers/manassas/,,"Job creation (Virginia data centers supported 78,140 total jobs statewide in 2023); Tax revenue contribution; Part of Northern Virginia data center ecosystem",Not disclosed for specific campus,Not disclosed,Not disclosed,Virginia data centers provide $6.2B in pay and benefits statewide (2023),100+ acre campus with 190+ MW capacity,Prince William County residents have raised noise complaints about data center cooling systems,No,https://qtsdatacenters.com/data-centers/manassas/; https://www.richmondfed.org/publications/research/econ_focus/2023/q2_feature2; https://www.nvtc.org/press-releases/virginia-data-centers-supported-78140-jobs-and-31-4-billion-in-economic-output-in-2023/,,,
Project Gravity,Archbald 25 Developer LLC,Planned,,186,1620000,,,Lackawanna,PA,41.51594827,-75.56498236,https://www.datacenterdynamics.com/en/news/plans-filed-for-16-million-sq-ft-data-center-campus-in-northeast-pennsylvania/,,,Property tax implications could help lower resident tax burden; Economic development in former coal region,Not disclosed,Not disclosed,Not disclosed,Not disclosed,Near high-voltage power lines; Located between Business Route 6 and Eynon Jermyn Road,"Significant - residents near low-income housing developments; DEP public meeting scheduled Jan 2026; Zoning concerns; Impact on wetlands, water supply",No,https://www.pa.gov/agencies/dep/newsroom/2025-12-22-dep-to-host-informational-public-meeting-for-project-gravity-data-center-in-lackawanna-county; https://www.lackawannacounty.com/news/data-centers-could-reshape-landscape-nepa; https://www.wnep.com/article/news/local/lackawanna-county/archbald-mulls-proposed-data-centers-lackawanna-county-computer-proccessing-plant-tech-companies/523-2ac5e216-9966-4c94-a85b-9a27fff9396c,,,
DC Blox - ATL West Data Center,DC Blox,Under Construction,2026,180,761852,55,1200000000,Douglas,GA,33.7339229,-84.61463166999998,https://apps.dca.ga.gov/DRI/AppSummary.aspx?driid=4112,https://www.datacenterdynamics.com/en/news/dc-blox-acquires-55-acres-outside-atlanta-georgia-breaks-ground-on-new-campus/,,Dark fiber infrastructure benefiting local ISPs and communities; Proactive community charitable donations; Community engagement through field marketing team volunteering,20+ per facility,Not disclosed,Not disclosed,Not disclosed,"Dark fiber East-West route from Lithia Springs to Myrtle Beach with access points every 2,000 feet for local ISP connectivity",DC BLOX approach: 24+ meetings with county officials and community groups; Sizable charitable donations; Generally positive reception compared to other projects,No,https://www.dcblox.com/data-centers/douglas-county-ga-hyperscale-data-center-campus/; https://www.datacenterdynamics.com/en/news/dc-blox-secures-115bn-green-loan-for-atlanta-data-center-development/; https://www.insightsfromanalytics.com/post/how-dc-blox-built-trust-while-others-face-rejection,,,
IAD 01-04,Microsoft,Operational,,180,7200000,323,,Loudoun,VA,39.075329,-77.5642059,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,https://www.datacenterdynamics.com/en/news/microsoft-planning-two-more-data-centers-in-leesburg-virginia/?utm_source=chatgpt.com,https://www.datacenterdynamics.com/en/news/microsoft-planning-two-more-data-centers-in-leesburg-virginia/?utm_source=chatgpt.com,"Part of Northern Virginia data center ecosystem supporting 78,000+ jobs; Tax revenue contribution to Loudoun County",Not disclosed for specific campus,Not disclosed,Not disclosed,Not disclosed,Located in Data Center Alley with extensive fiber connectivity,"Loudoun County debating future of data center development; Community concerns about environmental impact, resource consumption",No,https://www.datacenterfrontier.com/site-selection/article/55249034/virginias-loudoun-county-grapples-with-future-of-data-centers-as-new-developments-continue-statewide,,,
Cheswick/Springdale AI Data Center Redevelopment,Davidson Kempner Capital Management,Planned,,180,565000,,,Allegheny,PA,40.538714,-79.791156,https://community.triblive.com/c/bridgeville-signal-item/news/3851852,,,Redevelopment of former coal plant site; Tax base addition; Community benefits commitment stated; Potential hiking trail connection to Rachel Carson Trail,80-100,Hundreds to thousands,Most permanent jobs accessible to local community with training; Mechanical skills valued,Energy Innovation Center Institute providing workforce training; Indiana University of PA regional call to action for educators,180MW power requirement; Water reuse for cooling after initial municipal draw,"Significant - concerns about construction dust, air quality, noise pollution, water usage, power grid strain; Planning commission delayed vote; Residents questioning hedge fund (Davidson Kempner) profits",No,https://community.triblive.com/news/3852815; https://www.publicsource.org/ai-data-centers-pennsylvania-jobs/; https://www.alleghenyfront.org/allegheny-county-springdale-cheswick-power-plant-community-concern/; https://www.cbsnews.com/pittsburgh/news/proposed-ai-data-center-springdale/,,,
Aligned Phoenix PHX 01/02/03,Aligned,Operational,2017,180,550000,55,,Maricopa,AZ,33.65924564,-112.1106723,https://aligneddc.com/phoenix/,https://aligneddc.com/wp-content/uploads/2023/04/ALI_PhoenixBldgSpecs-211209_Web.pdf,,$100K to mikeroweWORKS Foundation for skilled trades scholarships; Fruit tree orchards in Phoenix with Fruit Tree Planting Foundation; STEM Racing program support; Redevelopment of former technology/manufacturing facility,Not specified publicly,Not specified publicly,Not specified publicly,"Partnership with SMU for Master of Science in Datacenter Systems Engineering; mikeroweWORKS Foundation for electrical, HVAC, plumbing, welding certifications",Near-zero water utilization efficiency; 100% renewable power; Green Globe certification target; Closed-loop chilled water system,"Phoenix, Mesa, and Tempe advancing restrictive zoning ordinances; Community concerns about water use",No,https://aligneddc.com/phoenix/; https://aligneddc.com/community/; https://www.aztechcouncil.org/news/data-centers-support-arizona-economy-water-power-use/,,,
QTS Richmond 2,QTS,Planned,,180,,81,,Richmond (City),VA,37.48815767,-77.24015416,https://qtsdatacenters.com/data-centers/richmond-2/,,,QTS Development Tree Program for replanting; Part of Richmond NAP connecting subsea cables MAREA and BRUSA to global markets,50-200 full-time staff typical per Virginia data center,Not specified publicly,Not specified publicly,Part of Virginia's data center workforce ecosystem with strong tech-savvy workforce pipeline,Richmond NAP: Network Access Point connecting subsea cables; Strategic location along I-64 corridor,General Virginia data center scrutiny; Loudoun County debates affecting broader Virginia policy,No,https://qtsdatacenters.com/data-centers/richmond-2/; https://vedp.org/news/going-below; https://www.richmondfed.org/publications/research/econ_focus/2023/q2_feature2,,,
Denver 1,QTS,Under Construction,2026,177,300000,67,,Adams,CO,39.7336172,-104.7095559,https://qtsdatacenters.com/data-centers/denver/,,,QTS SkillBridge program for transitioning service members; 20%+ workforce are veterans; Company-wide paid volunteer time,70-85 permanent workers,400-600 construction jobs,Not specified publicly,QTS SkillBridge program for military transition; Internship programs for varying backgrounds,Company to pay for new transmission line and substation,Colorado bill for data center incentives drew criticism; PUC staff recommended rejection of lower electric rates; Concerns about greenhouse gas emissions,No,https://www.denverpost.com/2024/03/14/legislature-data-centers-technology-energy-electricity-water/amp/; https://qtsdatacenters.com/us-locations/; https://qtsdatacenters.com/join-our-team/,,,
Phoenix Data Center Campus: AZ1,Vantage Data Centers,Operational,2024,176,1000000,50,,Maricopa,AZ,33.4467458,-112.3740166,https://vantage-dc.com/data-center-locations/north-america/phoenix-arizona/,https://www.datacenterdynamics.com/en/news/vantage-tops-out-az14-facility-outside-of-phoenix-arizona/,,City of Goodyear partnership; Strong support from Mayor Joe Pizzillo; Design blends into community architecturally,Not specified publicly,"~3,000 construction and technology jobs across project",Not specified publicly,Not specified publicly,Virtually no water for cooling (closed-loop chilled water system with air-side economizers); Green Globe certification target; Climate Pledge signatory for net zero by 2030,Data centers welcomed by Goodyear city leadership; No significant opposition reported,No,https://vantage-dc.com/data-center-locations/north-america/phoenix-arizona/; https://vantage-dc.com/news/vantage-data-centers-begins-phase-two-construction-at-growing-west-metro-phoenix-campus/; https://www.goodyearaz.gov/Home/Components/News/News/12503/,,,
PowerHouse Arcola,PowerHouse,Planned,2027,170,796844,30,,Loudoun,VA,38.9519812,-77.5340103,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,Part of broader Northern Virginia data center ecosystem contributing $863M+ in state/local taxes annually,Not specified publicly,Not specified publicly,Not specified publicly,Part of Northern Virginia Community College programs for data center workforce,Not specified publicly,SIGNIFICANT OPPOSITION: Sept 2024 Planning Commission recommended DENIAL of expansion; Residents want stricter requirements; Concerns about proximity to residential areas and Goose Creek; Part of broader Loudoun County data center pushback,No,https://baxtel.com/data-center/powerhouse-arcola; https://www.datacenterfrontier.com/site-selection/article/55249034/virginias-loudoun-county-grapples-with-future-of-data-centers-as-new-developments-continue-statewide,,,
Core Scientific: Dalton 4,Core Scientific,Planned,2026,170,,,,Whiefield,GA,34.68874467,-84.94290974,https://www.datacenterdynamics.com/en/news/core-scientific-plans-new-ai-data-centers-in-dalton-georgia/,,,Reuse of vacant factory; Level 5 DGX Ready certified data center; Jobs don't compete with floorcovering industry,75 jobs total across all Dalton facilities at $60K-$90K annual salaries,Significant contractor workforce during construction,Not specified publicly,Not specified publicly,Expansion of existing data center campus; Partnership with Dalton Utilities,Residents expressed concern at Feb 2025 Planning Commission about impact on electrical rates; Dalton Utilities peak load nearly doubled (250MW to 476MW),No,https://daltoncitizen.com/2025/09/27/dalton-whitfield-joint-development-authority-moves-forward-on-deal-for-data-center/; https://www.datacenterdynamics.com/en/news/core-scientific-plans-new-ai-data-centers-in-dalton-georgia/,,,
Stark Infrastructure ATL02 Lithia Springs Data Center,Stack Infrastructure,Under Construction,2026,160,423290,64,2400000000,Douglas,GA,33.76124682,-84.60195134999998,https://apps.dca.ga.gov/DRI/AppSummary.aspx?driid=4325,https://www.stackinfra.com/locations/americas/atlanta/atl02/,,Part of growing Atlanta data center hub; Google has invested $8M+ to GA nonprofits/schools since 2007 in same Douglas County area,Not specified for Stack; Google created 500+ jobs in Douglas County,Not specified publicly,Not specified publicly,Douglas County focus on education and workforce development; Georgia Job Tax Credit Program available,39-acre site with 48MW capacity; Two three-story buildings,No significant opposition reported; Growing data center hub in Atlanta area,No,https://www.bisnow.com/national/news/data-center/stack-infrastructure-planning-new-data-center-campus-near-atlanta-121126; https://www.datacenterdynamics.com/en/news/stack-files-to-build-two-data-centers-outside-atlanta-georgia/,,,
Northlake Chicago CH1,Microsoft,Operational,2009,158,707244,15,500000000,Cook,IL,41.922527,-87.918665,https://baxtel.com/data-center/microsoft-chicago-northlake,,,Microsoft Datacenter Community Pledge; Community investments across 132+ projects in greater Des Moines (company-wide model),Not specified for this facility,900+ workers during peak construction,Not specified publicly,Microsoft Datacenter Academy partnership with community colleges; Digital skills training programs,On-site electric substation (158MW); Adjacent to city water pumping station; Three 66 MVA electrical substations,No significant opposition reported for this facility; Chicago seeking more data center development,No,https://baxtel.com/data-center/microsoft-chicago-northlake; https://local.microsoft.com/communities/americas/illinois/; https://www.chicagobusiness.com/equity/chicago-wants-data-center-boom,,,
Temple Data Center,Meta,Operational,2026,152,900000,93,800000000,Bell,TX,31.132714,-97.363981,https://jedunn.com/projects/meta-temple-data-center/,"https://liveworktemple.com/800-million-meta-data-center-to-be-built-in-temple/#:~:text=$800%20Million%20Meta%20Data%20Center,community%20involvement%2C%20and%20renewable%20energy.",,$460K+ to Bell County schools/nonprofits; $24M+ direct funding to data center communities (company-wide); Community Action Grant program; Support for Temple College and Temple ISD Wildcat Workforce CTE program,~100 operational jobs at $90K average wages,"1,250 construction jobs at peak",Not specified publicly,Support for Temple College; Temple ISD Wildcat Workforce Career and Technical Education program support,100% renewable energy; LEED Gold certified; 32% less energy usage; 80% more water-efficient; Goal to restore more water than consumed by 2030; 700+ MW new wind/solar in Texas; Richland Chambers Creek water restoration (64M gallons/year),No significant opposition reported; Generally welcomed by community and officials,No,https://templeedc.com/meta-data-center-temple-texas/; https://liveworktemple.com/800-million-meta-data-center-to-be-built-in-temple/; https://datacenters.atmeta.com/asset/temple-data-center-one-pager/,,,
Papillion Data Center - Phase 2,Google,Operational,2024,150,570000,,,Sarpy,NE,41.1340621,-96.152247,https://datacenters.google/locations/,https://www.datacenterdynamics.com/en/news/google-confirms-involvement-in-2-million-sq-ft-data-center-project-in-lincoln-nebraska/,https://semianalysis.com/2024/09/04/multi-datacenter-training-openais/,"$100K grant to Springfield Platteview Community Schools for CS and STEM; $2M+ in grants to Nebraska nonprofits/schools since 2009; Grow with Google trained 79,000+ Nebraskans on digital skills; $100K to Omaha main library",120+ jobs at Papillion facility,Not specified publicly,Not specified publicly,Grow with Google collaborated with 70+ organizations in Nebraska; Maricopa Community College scholarships; Digital skills workshops at libraries,100% renewable energy matching; 87% carbon-free energy reported; Recycled water for cooling,No significant opposition; Welcomed by community as 'Project Wizard',No,https://datacenters.google/locations/nebraska/; https://www.sarpychamber.org/news/details/google-confirms-papillion-is-a-go-for-its-data-center-sarpy-county-s-eighth; https://omaha.com/news/local/business/google-invests-1-2-billion-in-nebraska-in-2023-including-new-lincoln-data-center/article_2ff716aa-4105-11ee-977f-df2a3fd45ae6.html,,,
Microsoft Project Osmium,Microsoft,Operational,2025,150,241000,200,1500000000,Polk,IA,41.49669,-93.787992,https://gowestdesmoines.com/news_article/microsoft-to-build-1-5-2-billion-data-center-in-west-des-moines/?utm_source=chatgpt.com,https://www.datacenterdynamics.com/en/news/microsoft-gains-site-approval-third-building-osmium-site/,,$2.5M+ in community programs across 70+ partners in Greater Des Moines; $100K to Omaha main library; Community amphitheater funding; $25M water infrastructure improvements for West Des Moines Water Works,300+ full-time employees at Iowa datacenters; Expected to double with expansion,800+ construction jobs,Not specified publicly,Microsoft Datacenter Academy at Des Moines Area Community College; Digital skills training for tech careers; Pathways to data center careers,100% renewable energy (primarily wind); Trees Forever partnership for urban forestry; Oxbow wetland restoration; $182M in infrastructure improvements; 2M gallon water tank for community,Neighbors report constant construction noise; 70M gallons water usage in 2024 raised concerns; Traffic and light pollution concerns from adjacent residents,No,https://news.microsoft.com/source/features/ai/west-des-moines-iowa-ai-supercomputer/; https://local.microsoft.com/communities/americas/greater-des-moines/; https://www.wpr.org/news/microsoft-data-center-iowa-wisconsin-expect,,,
Polaris Forge 1 Campus - Phase 3,Applied Digital,Planned,2027,150,,,,Dickey,ND,46.0128747,-98.5727875,https://ir.applieddigital.com/news-events/press-releases/detail/123/applied-digital-announces-250mw-ai-data-center-lease-with,https://northdakotamonitor.com/2025/08/18/company-announces-plan-for-data-center-north-of-fargo/,,Invested in workforce housing in Ellendale; Local partnerships; Requested annexation to increase town tax revenue; Model for rural innovation,45 jobs at Ellendale facility,Not specified publicly,Not specified publicly,Creating economic opportunities in underserved communities; Workforce housing investments,Proprietary waterless cooling; Award-winning Polaris Forge AI Factory model; Sustainable design focus,No significant opposition at Ellendale; Generally welcomed by community and state officials,No,https://ir.applieddigital.com/news-events/press-releases/detail/127/applied-digital-to-break-ground-on-3-billion-polaris-forge; https://northdakotamonitor.com/2025/08/18/company-announces-plan-for-data-center-north-of-fargo/,,,
"Core Scientific: Calvert 1, 2 &amp; 3",Core Scientific,Operational,,150,60000,15,,Marshall,KY,37.05091085,-88.39376389999998,https://corescientific.com/high-density-data-centers/calvert-city-ky/,,,"Reuse of closed 2016 Gerdau steel mill; Breathing new life into community; Local contractors used (Murtco, Collier Electric, Barnhart Crane, Manpower, Belyea)",30+ employees on site,Many construction jobs; Significant contractor presence,Local contractors prioritized,Not specified publicly,"Partnership with TVA and Jackson Purchase Energy for power supply; 125MW total power ready; 15 acres, 60K sq ft; Thermodynamically engineered for efficiency",No significant opposition reported; Welcomed by Kentucky Lake Economic Development,No,https://www.tribunecourier.com/news/core-scientific-opens-facility-in-calvert-city/article_37b2b847-32d0-5377-9f7d-33482594025c.html; https://www.prnewswire.com/news-releases/core-scientific-opens-world-class-blockchain-hosting-facility-in-calvert-city-ky-300956631.html,,,
Stack Infrastructure NVA05 Campus,Stack Infrastructure,Planned,,150,,54,,Prince William,VA,38.75850655,-77.51690010999998,https://www.stackinfra.com/locations/americas/northern-virginia/nva05/,,,"Amazon/STACK $1M to Friends of the Rappahannock for conservation (largest corporate donation in nonprofit's 40-year history); Back-to-school supply drives in Prince William County; Part of Northern Virginia ecosystem contributing 78,000+ jobs statewide",Not specified for this facility,Not specified publicly,Not specified publicly,Virginia Career Works partnership; NOVA Community College Regional Center for Workforce Education; Prince William Science Accelerator,Not specified publicly,SIGNIFICANT regional opposition: Digital Gateway project overturned by court; Coalition to Protect Prince William County active; Virginia Data Center Reform Coalition formed; Concerns about proximity to Manassas National Battlefield Park,No,https://www.stackinfra.com/locations/northern-virginia/; https://www.aboutamazon.com/news/aws/amazon-data-centers-locations-news; https://www.insidenova.com/opinion/columns/column-don-t-let-prince-william-county-fall-behind/article_94a01639-6fe8-449d-acae-e553185a3f82.html,,,
Polaris Forge 1 Campus - Phase 2,Applied Digital,Under Construction,2026,150,,,,Dickey,ND,46.0128747,-98.5727875,https://ir.applieddigital.com/news-events/press-releases/detail/123/applied-digital-announces-250mw-ai-data-center-lease-with,https://northdakotamonitor.com/2025/08/18/company-announces-plan-for-data-center-north-of-fargo/,,Same as Phase 3 - workforce housing investments in Ellendale; Local partnerships; Requested annexation to increase town tax revenue,45 jobs total at Ellendale (shared across phases),Not specified publicly,Not specified publicly,Same as Phase 3 - creating economic opportunities in underserved communities,Proprietary waterless cooling; Sustainable AI Factory model,No significant opposition at Ellendale,No,Same as Phase 3 sources,,,
Stack Infrastructure Loudoun County Campus,Stack Infrastructure,Planned,,144,1317000,122,,Loudoun,VA,38.95943291,-77.52824558,https://www.stackinfra.com/wp-content/uploads/2025/02/Loudoun-County-Campus-Brochure.pdf,,,"Part of Northern Virginia data center ecosystem contributing 12,000+ data center jobs in Loudoun County; $859M in estimated tax revenue in 2025 supporting schools, public safety, parks",Not specified for this campus,Not specified publicly,Not specified publicly,Part of broader Northern Virginia workforce ecosystem; NOVA Community College data center programs,Part of 1.2GW STACK Northern Virginia portfolio across Loudoun and Prince William Counties,"SIGNIFICANT regional opposition: Loudoun County eliminated by-right data center development (March 2025); All new data centers require special exception; Concerns about noise, land costs, electricity grid burden; Save Rural Loudoun coalition active",No,https://www.stackinfra.com/locations/americas/northern-virginia/; https://www.datacenterfrontier.com/site-selection/article/55249034/virginias-loudoun-county-grapples-with-future-of-data-centers; https://local.microsoft.com/blog/understanding-microsoft-datacenters-in-loudoun-county/,,,
Sterling Data Center (Menlo Digital),Menlo Digital,Planned,2028,144,600740,,,Loudoun,VA,39.000881,-77.44645699999998,https://www.datacenterdynamics.com/en/news/menlo-equities-launches-dedicated-data-center-platform-targets-developments-in-virginia-arizona-and-california/,,,"Part of Menlo Digital's 1.8GW development pipeline; Virginia data centers contribute 78,000+ statewide jobs; $13 returned in tax revenue for every $1 in county services required",Not specified for this facility,Not specified publicly,Not specified publicly,Part of Northern Virginia Community College data center programs ecosystem,67MW utility feed secured; Strategic location in Sterling within Data Center Alley,Part of broader Loudoun County data center concerns; New zoning regulations require special exception for all new data centers,No,https://baxtel.com/data-center/menlo-md-dc2-sterling; https://www.prnewswire.com/news-releases/menlo-equities-furthers-its-commitment-to-data-centers-302506142.html,,,
New Albany 1,QTS,Operational,2025,144,885600,56,900000000,Franklin,OH,40.0647205,-82.7594607,https://qtsdatacenters.com/data-centers/new-albany-1/,https://www.datacenterdynamics.com/en/news/qts-plans-four-building-data-center-campus-in-new-albany-ohio/,,"Faith, family, and community volunteerism core values; QTS Development Tree Program; QTS SkillBridge program for transitioning military; 20%+ workforce veterans company-wide; Part of $40B+ Ohio data center investment since 2017",10 jobs per building pledged for state incentives (40 total for 4 buildings); industry typically 70-85 per facility,Hundreds of construction jobs,Not specified publicly,QTS internship programs; SkillBridge for military; QTS partners with community colleges,Water-free cooling system; $1.5B investment across 4 data centers on 93 acres; 222MW planned critical power capacity,Criticism of large tax subsidies ($634K per job average for Ohio data center incentives); Concerns about foregone tax revenue; Good Jobs First analysis critical of subsidy costs,No,https://qtsdatacenters.com/resources/qts-expands-development-into-ohio/; https://finance.yahoo.com/news/big-tech-promised-jobs-cities-160333397.html; https://www.yahoo.com/news/albanys-data-center-boom-leaves-104813146.html,,,
